-7000, 249, 6751, 888200, 235.655, 
-7000, 908, 6092, 892811, 239.682, 
-7000, 1567, 5433, 896612, 250.16, 
-7000, 2226, 4774, 900972, 258.904, 
-7000, 2885, 4115, 904895, 269.202, 
-7000, 3544, 3456, 908784, 284.526, 
-7000, 4203, 2797, 912359, 293.125, 
-7000, 4862, 2138, 914974, 293.481, 
-7000, 5521, 1479, 917682, 286.42, 
-7000, 6180, 820, 920168, 277.248, 
-7000, 6839, 161, 921575, 267.358, 
-6341, -410, 6751, 888478, 239.536, 
-6341, 249, 6092, 892919, 241.735, 
-6341, 908, 5433, 897371, 247.559, 
-6341, 1567, 4774, 900942, 255.898, 
-6341, 2226, 4115, 905335, 266.899, 
-6341, 2885, 3456, 909055, 278.224, 
-6341, 3544, 2797, 913080, 290.529, 
-6341, 4203, 2138, 916694, 298.434, 
-6341, 4862, 1479, 919337, 297.32, 
-6341, 5521, 820, 921704, 287.444, 
-6341, 6180, 161, 923809, 277.649, 
-6341, 6839, -498, 925424, 270.598, 
-5682, -1069, 6751, 888890, 242.809, 
-5682, -410, 6092, 892919, 245.785, 
-5682, 249, 5433, 897246, 248.114, 
-5682, 908, 4774, 901585, 253.159, 
-5682, 1567, 4115, 905309, 263.878, 
-5682, 2226, 3456, 909647, 275.663, 
-5682, 2885, 2797, 913165, 284.788, 
-5682, 3544, 2138, 917562, 297.127, 
-5682, 4203, 1479, 921225, 303.789, 
-5682, 4862, 820, 923459, 299.736, 
-5682, 5521, 161, 925801, 292.861, 
-5682, 6180, -498, 927683, 280.298, 
-5682, 6839, -1157, 928970, 272.944, 
-5023, -1728, 6751, 888155, 245.85, 
-5023, -1069, 6092, 892951, 246.892, 
-5023, -410, 5433, 897059, 248.272, 
-5023, 249, 4774, 901193, 253.772, 
-5023, 908, 4115, 905224, 257.166, 
-5023, 1567, 3456, 909027, 270.414, 
-5023, 2226, 2797, 913307, 281.691, 
-5023, 2885, 2138, 917074, 292.246, 
-5023, 3544, 1479, 921012, 303.008, 
-5023, 4203, 820, 924781, 305.619, 
-5023, 4862, 161, 927041, 304.531, 
-5023, 5521, -498, 928987, 293.978, 
-5023, 6180, -1157, 930786, 283.032, 
-5023, 6839, -1816, 931810, 274.168, 
-4364, -2387, 6751, 886755, 251.339, 
-4364, -1728, 6092, 892126, 248.85, 
-4364, -1069, 5433, 896944, 249.222, 
-4364, -410, 4774, 901038, 255.111, 
-4364, 249, 4115, 905216, 259.912, 
-4364, 908, 3456, 909240, 265.219, 
-4364, 1567, 2797, 912746, 277.602, 
-4364, 2226, 2138, 916700, 286.931, 
-4364, 2885, 1479, 920354, 295.407, 
-4364, 3544, 820, 924970, 307.371, 
-4364, 4203, 161, 928230, 310.142, 
-4364, 4862, -498, 930317, 305.623, 
-4364, 5521, -1157, 932511, 292.926, 
-4364, 6180, -1816, 933549, 282.568, 
-4364, 6839, -2475, 934388, 276.762, 
-3705, -3046, 6751, 885085, 256.84, 
-3705, -2387, 6092, 890759, 251.279, 
-3705, -1728, 5433, 895751, 251.669, 
-3705, -1069, 4774, 900953, 254.256, 
-3705, -410, 4115, 904526, 257.786, 
-3705, 249, 3456, 908429, 261.75, 
-3705, 908, 2797, 912620, 272.618, 
-3705, 1567, 2138, 916109, 281.482, 
-3705, 2226, 1479, 920349, 291.815, 
-3705, 2885, 820, 923611, 301.793, 
-3705, 3544, 161, 927770, 310.422, 
-3705, 4203, -498, 931266, 310.66, 
-3705, 4862, -1157, 933330, 304.753, 
-3705, 5521, -1816, 935034, 294.23, 
-3705, 6180, -2475, 935938, 283.692, 
-3705, 6839, -3134, 936354, 278.553, 
-3046, -3705, 6751, 881486, 265.327, 
-3046, -3046, 6092, 888809, 258.428, 
-3046, -2387, 5433, 894573, 256.037, 
-3046, -1728, 4774, 899323, 255.958, 
-3046, -1069, 4115, 904088, 257.187, 
-3046, -410, 3456, 907648, 260.192, 
-3046, 249, 2797, 911941, 269.905, 
-3046, 908, 2138, 915478, 278.378, 
-3046, 1567, 1479, 919152, 288.623, 
-3046, 2226, 820, 923210, 298.835, 
-3046, 2885, 161, 926549, 308.382, 
-3046, 3544, -498, 930688, 315.277, 
-3046, 4203, -1157, 934148, 312.558, 
-3046, 4862, -1816, 935862, 307.258, 
-3046, 5521, -2475, 937543, 294.982, 
-3046, 6180, -3134, 938215, 286.877, 
-3046, 6839, -3793, 938292, 279.439, 
-2387, -4364, 6751, 876872, 268.15, 
-2387, -3705, 6092, 885223, 267.402, 
-2387, -3046, 5433, 892314, 260.671, 
-2387, -2387, 4774, 897891, 257.589, 
-2387, -1728, 4115, 902654, 259.462, 
-2387, -1069, 3456, 907363, 263.318, 
-2387, -410, 2797, 910845, 265.357, 
-2387, 249, 2138, 914486, 271.855, 
-2387, 908, 1479, 918359, 280.975, 
-2387, 1567, 820, 922044, 294.326, 
-2387, 2226, 161, 925739, 304.269, 
-2387, 2885, -498, 929354, 312.585, 
-2387, 3544, -1157, 933678, 320.026, 
-2387, 4203, -1816, 936920, 315.947, 
-2387, 4862, -2475, 938303, 306.245, 
-2387, 5521, -3134, 939509, 293.404, 
-2387, 6180, -3793, 939934, 284.297, 
-2387, 6839, -4452, 939528, 278.622, 
-1728, -5023, 6751, 872368, 271.3, 
-1728, -4364, 6092, 880537, 270.89, 
-1728, -3705, 5433, 889100, 268.369, 
-1728, -3046, 4774, 895917, 263.057, 
-1728, -2387, 4115, 900741, 260.065, 
-1728, -1728, 3456, 905295, 261.485, 
-1728, -1069, 2797, 910061, 263.701, 
-1728, -410, 2138, 913549, 268.212, 
-1728, 249, 1479, 917258, 277.379, 
-1728, 908, 820, 921014, 284.256, 
-1728, 1567, 161, 924348, 296.55, 
-1728, 2226, -498, 928511, 307.558, 
-1728, 2885, -1157, 931966, 316.242, 
-1728, 3544, -1816, 935840, 319.733, 
-1728, 4203, -2475, 938802, 316.785, 
-1728, 4862, -3134, 939939, 306.191, 
-1728, 5521, -3793, 941085, 295.505, 
-1728, 6180, -4452, 941134, 283.914, 
-1728, 6839, -5111, 940853, 283.773, 
-1069, -5682, 6751, 866619, 276.296, 
-1069, -5023, 6092, 875839, 275.979, 
-1069, -4364, 5433, 883756, 274.92, 
-1069, -3705, 4774, 891922, 271.645, 
-1069, -3046, 4115, 898735, 261.868, 
-1069, -2387, 3456, 903444, 261.287, 
-1069, -1728, 2797, 908002, 264.145, 
-1069, -1069, 2138, 912682, 267.063, 
-1069, -410, 1479, 915805, 274.332, 
-1069, 249, 820, 919458, 280.118, 
-1069, 908, 161, 923300, 291.004, 
-1069, 1567, -498, 926368, 302.161, 
-1069, 2226, -1157, 930783, 309.999, 
-1069, 2885, -1816, 933789, 319.345, 
-1069, 3544, -2475, 937690, 318.292, 
-1069, 4203, -3134, 940667, 313.396, 
-1069, 4862, -3793, 941445, 305.433, 
-1069, 5521, -4452, 942580, 292, 
-1069, 6180, -5111, 942269, 284.886, 
-1069, 6839, -5770, 941586, 285.761, 
-410, -6341, 6751, 859750, 285.785, 
-410, -5682, 6092, 869898, 278.024, 
-410, -5023, 5433, 879124, 274.412, 
-410, -4364, 4774, 886622, 272.555, 
-410, -3705, 4115, 894768, 270.943, 
-410, -3046, 3456, 901340, 263.753, 
-410, -2387, 2797, 905961, 263.488, 
-410, -1728, 2138, 910440, 267.434, 
-410, -1069, 1479, 914808, 268.993, 
-410, -410, 820, 917952, 274.025, 
-410, 249, 161, 921525, 284.716, 
-410, 908, -498, 925058, 292.982, 
-410, 1567, -1157, 928634, 305.712, 
-410, 2226, -1816, 932286, 318.105, 
-410, 2885, -2475, 935860, 322.529, 
-410, 3544, -3134, 939662, 323.506, 
-410, 4203, -3793, 942047, 315.654, 
-410, 4862, -4452, 942723, 304.101, 
-410, 5521, -5111, 943501, 293.324, 
-410, 6180, -5770, 942969, 287.63, 
-410, 6839, -6429, 941807, 285.708, 
249, -7000, 6751, 851144, 289.855, 
249, -6341, 6092, 862776, 285.488, 
249, -5682, 5433, 872942, 277.836, 
249, -5023, 4774, 881647, 277.391, 
249, -4364, 4115, 889614, 275.407, 
249, -3705, 3456, 897298, 270.432, 
249, -3046, 2797, 903866, 264.756, 
249, -2387, 2138, 907993, 262.462, 
249, -1728, 1479, 912304, 268.225, 
249, -1069, 820, 916808, 273.714, 
249, -410, 161, 919969, 278.822, 
249, 249, -498, 923391, 287.709, 
249, 908, -1157, 927032, 301.219, 
249, 1567, -1816, 930186, 310.373, 
249, 2226, -2475, 933817, 317.937, 
249, 2885, -3134, 937150, 321.32, 
249, 3544, -3793, 940722, 322.182, 
249, 4203, -4452, 943030, 314.065, 
249, 4862, -5111, 943493, 303.729, 
249, 5521, -5770, 943866, 292.115, 
249, 6180, -6429, 943237, 286.963, 
908, -7000, 6092, 854378, 289.615, 
908, -6341, 5433, 865939, 285.832, 
908, -5682, 4774, 875908, 280.307, 
908, -5023, 4115, 884336, 279.318, 
908, -4364, 3456, 892116, 277.272, 
908, -3705, 2797, 900064, 270.694, 
